"StationID","Date","pH","PrecipAmt","PrecipType"
"Mt. Mansfield","2006-03-10","4.31","0.14","Rain"
"Mt. Mansfield","2006-03-12","4.10","0.29","Rain"
"Mt. Mansfield","2006-03-13","4.66","0.38","Rain"
"Mt. Mansfield","2006-03-14","4.54","0.38","Mixed"
"Mt. Mansfield","2006-03-15","5.75","0.17","Snow"
"Mt. Mansfield","2006-03-16","5.91","0.55","Snow"
"Mt. Mansfield","2006-03-17","6.03","0.15","Snow"
"Mt. Mansfield","2006-03-18","6.12","0.11","Snow"
"Mt. Mansfield","2006-03-19","5.59","0.23","Snow"
"Mt. Mansfield","2006-03-20","5.75","0.37","Snow"
"Mt. Mansfield","2006-03-21","4.96","0.01","Snow"
"Mt. Mansfield","2006-04-01","4.46","0.77","Rain"
"Mt. Mansfield","2006-04-02","5.15","0.23","Rain"
"Mt. Mansfield","2006-04-04","4.81","1.25","Snow"
"Mt. Mansfield","2006-04-08","4.79","0.39","Snow"
"Mt. Mansfield","2006-04-15","4.83","0.46","Mixed"
"Mt. Mansfield","2006-04-23","5.24","0.20","Rain"
"Mt. Mansfield","2006-04-24","4.70","0.08","Rain"
"Mt. Mansfield","2006-04-25","5.57","0.59","Mixed"
"Mt. Mansfield","2006-05-02","4.95","0.17","Rain"
"Mt. Mansfield","2006-05-13","5.70","0.57","Rain"
"Mt. Mansfield","2006-05-14","5.26","0.33","Rain"
"Mt. Mansfield","2006-05-16","4.98","0.16","Rain"
"Mt. Mansfield","2006-05-17","4.46","1.33","Rain"
"Mt. Mansfield","2006-05-18","4.52","0.87","Rain"
"Mt. Mansfield","2006-05-19","4.76","1.45","Rain"
"Mt. Mansfield","2006-05-20","4.90","2.16","Rain"
"Mt. Mansfield","2006-05-21","4.74","1.18","Rain"
"Mt. Mansfield","2006-05-22","5.37","1.18","Mixed"
"Mt. Mansfield","2006-05-23","4.86","0.64","Snow"
"Mt. Mansfield","2006-05-30","6.31","0.08","Rain"
"Mt. Mansfield","2006-10-01","4.66","0.67","Rain"
"Mt. Mansfield","2006-10-02","4.80","0.56","Rain"
"Mt. Mansfield","2006-10-05","4.87","1.27","Rain"
"Mt. Mansfield","2006-10-12","5.95","0.78","Rain"
"Mt. Mansfield","2006-10-19","5.48","0.72","Rain"
"Mt. Mansfield","2006-10-20","4.86","1.54","Rain"
"Mt. Mansfield","2006-10-21","5.40","2.18","Snow"
"Mt. Mansfield","2006-10-24","4.96","0.60","Snow"
"Mt. Mansfield","2006-10-25","5.73","2.13","Snow"
"Mt. Mansfield","2006-10-26","5.19","0.53","Snow"
"Mt. Mansfield","2006-10-28","6.06","0.89","Mixed"
"Mt. Mansfield","2006-11-02","5.07","0.14","Snow"
"Mt. Mansfield","2006-11-09","6.14","0.06","Rain"
"Mt. Mansfield","2006-11-12","4.30","0.61","Rain"
"Mt. Mansfield","2006-11-13","4.92","0.12","Rain"
"Mt. Mansfield","2006-11-15","4.98","0.25","Rain"
"Mt. Mansfield","2006-11-17","4.02","1.08","Rain"
"Mt. Mansfield","2006-12-01","4.71","1.10","Rain"
"Mt. Mansfield","2006-12-06","4.84","0.26","Snow"
"Mt. Mansfield","2006-12-16","4.63","0.51","Snow"
"Mt. Mansfield","2006-12-19","4.88","0.23","Snow"
"Mt. Mansfield","2006-12-23","5.15","1.24","Rain"
"Mt. Mansfield","2006-12-26","4.68","0.57","Snow"
"Mt. Mansfield","2006-12-28","4.41","0.22","Snow"
"Mt. Mansfield","2006-12-30","4.29","0.90","Snow"
"Mt. Mansfield","2007-01-01","4.86","0.35","Snow"
"Mt. Mansfield","2007-01-06","4.80","1.75","Rain"
"Mt. Mansfield","2007-01-10","5.21","0.22","Snow"
"Mt. Mansfield","2007-01-11","5.86","0.17","Snow"
"Mt. Mansfield","2007-01-13","4.41","0.39","Mixed"
"Mt. Mansfield","2007-01-14","4.93","0.20","Snow"
"Mt. Mansfield","2007-01-15","5.11","0.59","Mixed"
"Mt. Mansfield","2007-01-16","4.66","0.18","Snow"
"Mt. Mansfield","2007-01-24","4.32","0.21","Snow"
"Mt. Mansfield","2007-01-26","5.42","0.21","Snow"
"Mt. Mansfield","2007-02-03","4.51","0.56","Snow"
"Mt. Mansfield","2007-02-08","4.63","0.48","Snow"
"Mt. Mansfield","2007-02-09","5.26","0.51","Snow"
"Mt. Mansfield","2007-02-10","5.14","0.11","Snow"
"Mt. Mansfield","2007-02-14","4.89","2.22","Snow"
"Mt. Mansfield","2007-02-15","4.95","7.02","Snow"
"Mt. Mansfield","2007-02-18","4.24","0.19","Snow"
"Mt. Mansfield","2007-03-02","4.72","0.53","Snow"
"Mt. Mansfield","2007-03-04","4.65","0.79","Snow"
"Mt. Mansfield","2007-03-08","4.88","0.14","Snow"
"Mt. Mansfield","2007-03-14","4.09","0.32","Rain"
"Mt. Mansfield","2007-03-15","4.49","1.12","Rain"
"Mt. Mansfield","2007-03-17","5.32","0.78","Snow"
"Mt. Mansfield","2007-03-26","4.41","0.10","Rain"
"Mt. Mansfield","2007-03-27","4.41","0.41","Rain"
"Mt. Mansfield","2007-03-18","5.01","0.42","Snow"
"Mt. Mansfield","2007-04-03","4.18","0.21","Rain"
"Mt. Mansfield","2007-04-04","4.30","0.18","Snow"
"Mt. Mansfield","2007-04-05","4.32","0.99","Snow"
"Mt. Mansfield","2007-04-06","5.20","0.32","Snow"
"Mt. Mansfield","2007-04-08","4.65","0.52","Snow"
"Mt. Mansfield","2007-04-10","5.35","0.11","Snow"
"Mt. Mansfield","2007-04-12","4.77","0.50","Snow"
"Mt. Mansfield","2007-04-13","4.46","1.26","Snow"
"Mt. Mansfield","2007-04-14","4.64","0.78","Snow"
"Mt. Mansfield","2007-04-15","6.22","0.51","Snow"
"Mt. Mansfield","2007-04-16","4.68","2.50","Mixed"
"Mt. Mansfield","2007-04-24","4.43","0.58","Rain"
"Mt. Mansfield","2007-04-29","4.77","0.48","Rain"
"Mt. Mansfield","2007-05-15","4.99","0.45","Rain"
"Mt. Mansfield","2007-05-16","6.03","1.87","Rain"
"Mt. Mansfield","2007-05-17","4.71","0.26","Rain"
"Mt. Mansfield","2007-05-21","4.91","0.39","Rain"
"Mt. Mansfield","2007-05-28","4.65","0.45","Rain"
"Mt. Mansfield","2007-06-01","4.48","0.09","Rain"
"Mt. Mansfield","2007-06-04","4.57","0.12","Rain"
"Mt. Mansfield","2007-06-05","4.97","0.57","Rain"
"Mt. Mansfield","2007-06-09","4.59","0.24","Rain"
"Mt. Mansfield","2007-06-17","5.04","0.89","Rain"
"Mt. Mansfield","2007-06-20","4.18","1.36","Rain"
"Mt. Mansfield","2007-06-22","5.60","0.96","Rain"
"Mt. Mansfield","2007-06-23","5.82","0.25","Rain"
"Mt. Mansfield","2007-07-01","5.85","0.18","Rain"
"Mt. Mansfield","2007-07-03","5.88","0.30","Rain"
"Mt. Mansfield","2007-07-05","5.08","0.62","Rain"
"Mt. Mansfield","2007-07-06","4.63","0.35","Rain"
"Mt. Mansfield","2007-07-07","4.88","0.25","Rain"
"Mt. Mansfield","2007-07-08","4.64","1.13","Rain"
"Mt. Mansfield","2007-07-09","4.87","0.50","Rain"
"Mt. Mansfield","2007-07-10","4.81","0.74","Rain"
"Mt. Mansfield","2007-07-11","3.97","0.19","Rain"
"Mt. Mansfield","2007-07-12","4.45","0.99","Rain"
"Mt. Mansfield","2007-07-13","4.84","0.56","Rain"
"Mt. Mansfield","2007-07-14","5.22","0.28","Rain"
"Mt. Mansfield","2007-07-15","4.40","0.36","Rain"
"Mt. Mansfield","2007-07-18","4.37","0.53","Rain"
"Mt. Mansfield","2007-07-19","4.39","0.25","Rain"
"Mt. Mansfield","2007-07-20","4.68","0.68","Rain"
"Mt. Mansfield","2007-07-21","4.94","0.53","Rain"
"Mt. Mansfield","2007-08-06","4.21","1.30","Rain"
"Mt. Mansfield","2007-08-08","4.29","0.39","Rain"
"Mt. Mansfield","2007-08-13","4.55","0.52","Rain"
"Mt. Mansfield","2007-08-15","4.48","0.18","Rain"
"Mt. Mansfield","2007-08-17","4.41","0.15","Rain"
"Mt. Mansfield","2007-08-18","4.80","0.69","Rain"
"Mt. Mansfield","2007-08-24","4.04","0.30","Rain"
"Mt. Mansfield","2007-08-26","4.28","0.64","Rain"
"Mt. Mansfield","2007-08-31","4.34","0.22","Rain"
"Mt. Mansfield","2007-09-06","4.79","0.31","Rain"
"Mt. Mansfield","2007-09-09","4.69","0.40","Rain"
"Mt. Mansfield","2007-09-10","4.63","0.22","Rain"
"Mt. Mansfield","2007-09-12","4.26","1.11","Rain"
"Mt. Mansfield","2007-09-15","4.42","1.12","Rain"
"Mt. Mansfield","2007-09-26","4.47","0.48","Rain"
"Mt. Mansfield","2007-09-27","4.63","0.05","Rain"
"Mt. Mansfield","2007-09-28","4.18","0.69","Rain"
"Mt. Mansfield","2007-09-29","4.26","0.24","Rain"
"Mt. Mansfield","2007-10-06","4.05","0.31","Rain"
"Mt. Mansfield","2007-10-07","4.13","0.92","Rain"
"Mt. Mansfield","2007-10-08","4.54","1.50","Rain"
"Mt. Mansfield","2007-10-10","4.47","0.24","Rain"
"Mt. Mansfield","2007-10-11","4.71","0.51","Rain"
"Mt. Mansfield","2007-10-14","4.60","0.22","Mixed"
"Mt. Mansfield","2007-10-20","4.81","1.62","Rain"
"Mt. Mansfield","2007-10-23","4.35","0.95","Rain"
"Mt. Mansfield","2007-10-24","4.55","1.10","Rain"
"Mt. Mansfield","2007-10-27","4.91","1.18","Rain"
"Mt. Mansfield","2007-10-28","4.47","0.39","Rain"
"Mt. Mansfield","2007-11-01","4.17","0.09","Rain"
"Mt. Mansfield","2007-11-06","4.84","0.90","Snow"
"Mt. Mansfield","2007-11-07","5.32","0.03","Snow"
"Mt. Mansfield","2007-11-13","4.44","0.25","Snow"
"Mt. Mansfield","2007-11-15","4.80","1.26","Snow"
"Mt. Mansfield","2007-11-16","5.21","1.53","Snow"
"Mt. Mansfield","2007-11-20","5.03","0.35","Snow"
"Mt. Mansfield","2007-11-21","4.68","0.58","Mixed"
"Mt. Mansfield","2007-11-22","4.18","0.74","Rain"
"Mt. Mansfield","2007-11-24","5.00","0.12","Snow"
"Mt. Mansfield","2007-11-27","4.91","1.08","Snow"
"Mt. Mansfield","2007-11-28","4.73","0.40","Snow"
"Mt. Mansfield","2007-12-02","5.87","0.22","Snow"
"Mt. Mansfield","2007-12-03","4.91","1.45","Snow"
"Mt. Mansfield","2007-12-04","5.07","1.25","Snow"
"Mt. Mansfield","2007-12-05","5.32","0.21","Snow"
"Mt. Mansfield","2007-12-06","5.05","0.36","Snow"
"Mt. Mansfield","2007-12-07","4.55","0.08","Snow"
"Mt. Mansfield","2007-12-12","4.72","0.93","Snow"
"Mt. Mansfield","2007-12-14","4.73","0.41","Snow"
"Mt. Mansfield","2007-12-16","5.21","1.75","Snow"
"Mt. Mansfield","2007-12-17","5.32","0.45","Snow"
"Mt. Mansfield","2007-12-20","4.38","0.34","Snow"
"Mt. Mansfield","2007-12-24","5.26","0.90","Snow"
"Mt. Mansfield","2007-12-28","4.81","0.28","Snow"
"Mt. Mansfield","2007-12-29","4.73","0.62","Snow"
"Mt. Mansfield","2009-01-03","4.52","0.25","Snow"
"Mt. Mansfield","2009-01-07","5.33","0.25","Snow"
"Mt. Mansfield","2009-01-08","4.77","0.70","Snow"
"Mt. Mansfield","2009-01-12","5.12","0.37","Snow"
"Mt. Mansfield","2009-01-14","4.65","0.15","Snow"
"Mt. Mansfield","2009-01-22","4.42","0.44","Snow"
"Mt. Mansfield","2009-01-24","4.54","0.22","Snow"
"Mt. Mansfield","2009-01-25","4.54","0.22","Snow"
"Mt. Mansfield","2009-01-29","4.77","0.55","Snow"
"Mt. Mansfield","2009-01-31","4.46","0.22","Snow"
"Mt. Mansfield","2009-02-01","4.24","0.20","Snow"
"Mt. Mansfield","2009-02-08","4.71","0.41","Snow"
"Mt. Mansfield","2009-02-12","4.55","1.12","Rain"
"Mt. Mansfield","2009-02-13","4.82","1.12","Snow"
"Mt. Mansfield","2009-02-19","4.56","0.93","Snow"
"Mt. Mansfield","2009-02-20","5.42","0.33","Snow"
"Mt. Mansfield","2009-02-21","4.91","0.71","Snow"
"Mt. Mansfield","2009-02-22","4.79","0.35","Snow"
"Mt. Mansfield","2009-02-24","5.07","0.24","Snow"
"Mt. Mansfield","2009-03-08","4.93","0.56","Snow"
"Mt. Mansfield","2009-03-11","4.79","0.58","Snow"
"Mt. Mansfield","2009-03-22","4.72","0.78","Snow"
"Mt. Mansfield","2009-03-27","5.03","0.35","Rain"
"Mt. Mansfield","2009-03-29","5.14","0.23","Rain"
"Mt. Mansfield","2009-03-30","5.05","1.10","Mixed"
"Mt. Mansfield","2009-03-31","5.84","1.00","Snow"
"Mt. Mansfield","2009-04-04","4.93","1.01","Snow"
"Mt. Mansfield","2009-04-05","5.36","1.00","Snow"
"Mt. Mansfield","2009-04-07","5.85","0.84","Mixed"
"Mt. Mansfield","2009-04-08","4.95","0.38","Rain"
"Mt. Mansfield","2009-04-23","5.69","1.47","Mixed"
"Mt. Mansfield","2009-05-01","4.84","0.72","Rain"
"Mt. Mansfield","2009-05-06","5.24","0.35","Rain"
"Mt. Mansfield","2009-05-07","4.87","0.50","Rain"
"Mt. Mansfield","2009-05-08","4.88","0.11","Rain"
"Mt. Mansfield","2009-05-09","4.44","0.89","Rain"
"Mt. Mansfield","2009-05-10","5.26","1.71","Mixed"
"Mt. Mansfield","2009-05-11","4.93","0.12","Rain"
"Mt. Mansfield","2009-05-14","4.83","0.15","Rain"
"Mt. Mansfield","2009-05-16","4.77","0.13","Rain"
"Mt. Mansfield","2009-05-17","4.86","1.14","Rain"
"Mt. Mansfield","2009-05-28","5.04","0.55","Rain"
"Mt. Mansfield","2009-05-29","4.98","1.12","Rain"
"Mt. Mansfield","2009-06-09","5.15","0.40","Rain"
"Mt. Mansfield","2009-06-12","4.93","1.10","Rain"
"Mt. Mansfield","2009-06-15","5.37","0.40","Rain"
"Mt. Mansfield","2009-06-19","5.35","0.61","Rain"
"Mt. Mansfield","2009-06-27","5.44","0.23","Rain"
"Mt. Mansfield","2009-06-29","5.55","1.30","Rain"
"Mt. Mansfield","2009-07-01","5.35","0.17","Rain"
"Mt. Mansfield","2009-07-02","4.66","0.16","Rain"
"Mt. Mansfield","2009-07-03","4.76","0.44","Rain"
"Mt. Mansfield","2009-07-04","5.02","2.49","Rain"
"Mt. Mansfield","2009-07-05","5.97","0.13","Rain"
"Mt. Mansfield","2009-07-08","4.24","0.23","Rain"
"Mt. Mansfield","2009-07-12","4.46","1.11","Rain"
"Mt. Mansfield","2009-07-14","5.60","0.44","Rain"
"Mt. Mansfield","2009-07-17","4.37","0.18","Rain"
"Mt. Mansfield","2009-07-18","4.98","0.66","Rain"
"Mt. Mansfield","2009-07-22","4.81","0.54","Rain"
"Mt. Mansfield","2009-07-25","4.88","0.30","Rain"
"Mt. Mansfield","2009-07-30","4.62","0.70","Rain"
"Mt. Mansfield","2009-07-31","4.77","0.65","Rain"
"Mt. Mansfield","2009-08-02","4.69","0.56","Rain"
"Mt. Mansfield","2009-08-03","4.59","0.10","Rain"
"Mt. Mansfield","2009-08-06","4.08","0.60","Rain"
"Mt. Mansfield","2009-08-11","5.08","0.22","Rain"
"Mt. Mansfield","2009-08-12","5.51","0.18","Rain"
"Mt. Mansfield","2009-08-23","5.65","0.80","Rain"
"Mt. Mansfield","2009-08-24","4.96","1.52","Rain"
"Mt. Mansfield","2009-08-26","4.91","0.46","Rain"
"Mt. Mansfield","2009-08-29","5.17","0.67","Rain"
"Mt. Mansfield","2009-08-30","5.07","0.22","Rain"
"Mt. Mansfield","2009-08-31","5.22","0.31","Rain"
"Mt. Mansfield","2009-09-13","5.69","0.22","Rain"
"Mt. Mansfield","2009-09-17","6.07","0.60","Rain"
"Mt. Mansfield","2009-09-23","4.71","0.35","Rain"
"Mt. Mansfield","2009-09-24","4.78","1.33","Rain"
"Mt. Mansfield","2009-09-27","5.40","0.34","Rain"
"Mt. Mansfield","2009-09-28","5.56","1.15","Rain"
"Mt. Mansfield","2009-09-29","5.19","0.15","Rain"
"Mt. Mansfield","2009-09-30","5.40","0.72","Mixed"
"Mt. Mansfield","2009-10-01","5.51","0.52","Snow"
"Mt. Mansfield","2009-10-02","5.56","0.25","Mixed"
"Mt. Mansfield","2009-10-03","4.87","0.25","Rain"
"Mt. Mansfield","2009-10-06","6.59","0.25","Rain"
"Mt. Mansfield","2009-10-07","5.09","0.27","Rain"
"Mt. Mansfield","2009-10-08","5.57","0.60","Rain"
"Mt. Mansfield","2009-10-10","4.84","0.50","Mixed"
"Mt. Mansfield","2009-10-13","5.06","0.66","Snow"
"Mt. Mansfield","2009-10-23","4.65","0.46","Rain"
"Mt. Mansfield","2009-10-24","5.37","0.43","Rain"
"Mt. Mansfield","2009-10-25","5.01","0.57","Rain"
"Mt. Mansfield","2009-10-28","5.05","0.19","Rain"
"Mt. Mansfield","2009-11-01","5.98","0.48","Rain"
"Mt. Mansfield","2009-11-03","5.04","0.23","Snow"
"Mt. Mansfield","2009-11-14","5.63","0.36","Rain"
"Mt. Mansfield","2009-11-15","5.70","0.83","Rain"
"Mt. Mansfield","2009-11-20","5.38","1.15","Rain"
"Mt. Mansfield","2009-11-28","5.72","3.72","Snow"
"Mt. Mansfield","2009-11-30","5.51","0.46","Snow"
"Mt. Mansfield","2009-12-06","5.48","0.10","Snow"
"Mt. Mansfield","2009-12-07","5.05","0.40","Snow"
"Mt. Mansfield","2009-12-08","4.66","0.34","Snow"
"Mt. Mansfield","2009-12-10","5.04","0.50","Snow"
"Mt. Mansfield","2009-12-13","6.16","0.25","Snow"
"Mt. Mansfield","2009-12-15","4.72","0.38","Snow"
"Mt. Mansfield","2009-12-17","5.69","0.27","Snow"
"Mt. Mansfield","2009-12-23","5.77","0.20","Snow"
"Mt. Mansfield","2009-12-28","5.50","0.45","Snow"
"Mt. Mansfield","2009-12-29","4.63","0.61","Snow"
"Mt. Mansfield","2010-01-01","4.54","0.02","Snow"
"Mt. Mansfield","2010-01-02","4.60","0.38","Snow"
"Mt. Mansfield","2010-01-03","5.16","0.83","Snow"
"Mt. Mansfield","2010-01-04","5.43","0.36","Snow"
"Mt. Mansfield","2010-01-05","5.53","0.14","Snow"
"Mt. Mansfield","2010-01-12","4.70","0.19","Snow"
"Mt. Mansfield","2010-01-19","4.48","0.25","Snow"
"Mt. Mansfield","2010-01-25","5.17","0.60","Rain"
"Mt. Mansfield","2010-01-26","5.02","0.79","Mixed"
"Mt. Mansfield","2010-01-27","4.67","0.85","Snow"
"Mt. Mansfield","2010-01-31","5.25","0.07","Snow"
"Mt. Mansfield","2010-02-04","4.90","0.20","Snow"
"Mt. Mansfield","2010-02-08","4.80","0.24","Snow"
"Mt. Mansfield","2010-02-14","6.03","0.21","Snow"
"Mt. Mansfield","2010-02-18","5.50","0.43","Snow"
"Mt. Mansfield","2010-02-19","5.63","0.47","Snow"
"Mt. Mansfield","2010-02-21","5.11","0.37","Snow"
"Mt. Mansfield","2010-02-23","4.83","0.12","Snow"
"Mt. Mansfield","2010-02-24","5.38","2.37","Snow"
"Mt. Mansfield","2010-02-25","5.38","0.95","Snow"
"Mt. Mansfield","2010-02-26","5.12","0.61","Snow"
"Mt. Mansfield","2010-02-27","5.05","0.53","Snow"
"Mt. Mansfield","2010-03-01","5.08","0.32","Snow"
"Mt. Mansfield","2010-03-23","5.35","0.85","Rain"
"Mt. Mansfield","2010-03-24","5.28","0.40","Snow"
"Mt. Mansfield","2010-03-29","5.65","0.61","Rain"
"Mt. Mansfield","2010-03-30","5.96","0.33","Mixed"
"Mt. Mansfield","2010-04-06","6.17","0.27","Rain"
"Mt. Mansfield","2010-04-08","5.09","0.25","Rain"
"Mt. Mansfield","2010-04-09","4.96","0.26","Rain"
"Mt. Mansfield","2010-04-11","5.39","0.25","Snow"
"Mt. Mansfield","2010-04-16","5.40","0.76","Snow"
"Mt. Mansfield","2010-04-17","5.44","0.86","Snow"
"Mt. Mansfield","2010-04-18","5.39","1.35","Snow"
"Mt. Mansfield","2010-04-27","5.96","0.77","Snow"
"Mt. Mansfield","2010-04-28","5.40","1.47","Snow"
"Mt. Mansfield","2010-05-02","5.41","0.16","Rain"
"Mt. Mansfield","2010-05-03","5.02","0.43","Rain"
"Mt. Mansfield","2010-05-04","6.04","0.36","Mixed"
"Mt. Mansfield","2010-05-06","4.61","0.65","Rain"
"Mt. Mansfield","2010-05-08","4.99","0.46","Rain"
"Mt. Mansfield","2010-05-09","5.03","1.81","Snow"
"Mt. Mansfield","2010-05-16","6.07","0.14","Rain"
"Mt. Mansfield","2010-06-03","4.64","0.38","Rain"
"Mt. Mansfield","2010-06-05","5.04","1.06","Rain"
"Mt. Mansfield","2010-06-06","5.27","1.38","Rain"
"Mt. Mansfield","2010-06-07","5.49","0.67","Rain"
"Mt. Mansfield","2010-06-11","4.85","0.22","Rain"
"Mt. Mansfield","2010-06-12","5.54","0.13","Rain"
"Mt. Mansfield","2010-06-17","4.85","1.65","Rain"
"Mt. Mansfield","2010-06-20","5.00","0.23","Rain"
"Mt. Mansfield","2010-06-24","5.17","1.00","Rain"
"Mt. Mansfield","2010-06-25","5.84","0.35","Rain"
"Mt. Mansfield","2010-06-26","4.38","0.22","Rain"
"Mt. Mansfield","2010-06-27","4.31","0.31","Rain"
"Mt. Mansfield","2010-06-28","4.47","0.89","Rain"
"Mt. Mansfield","2010-06-30","5.31","0.29","Rain"
"Mt. Mansfield","2010-07-01","5.43","0.40","Rain"
"Mt. Mansfield","2010-07-10","5.01","1.10","Rain"
"Mt. Mansfield","2010-07-16","4.40","0.17","Rain"
"Mt. Mansfield","2010-07-19","4.56","0.75","Rain"
"Mt. Mansfield","2010-07-21","4.83","1.71","Rain"
"Mt. Mansfield","2010-07-29","5.87","0.15","Rain"
"Mt. Mansfield","2010-08-03","4.78","1.71","Rain"
"Mt. Mansfield","2010-08-04","4.71","3.36","Rain"
"Mt. Mansfield","2010-08-06","5.04","0.18","Rain"
"Mt. Mansfield","2010-08-08","5.15","0.70","Rain"
"Mt. Mansfield","2010-08-22","5.04","0.49","Rain"
"Mt. Mansfield","2010-08-23","4.91","0.52","Rain"
"Mt. Mansfield","2010-09-07","5.39","0.15","Rain"
"Mt. Mansfield","2010-09-08","5.09","0.57","Rain"
"Mt. Mansfield","2010-09-09","5.48","2.27","Rain"
"Mt. Mansfield","2010-09-10","5.89","0.78","Rain"
"Mt. Mansfield","2010-09-14","5.73","0.36","Rain"
"Mt. Mansfield","2010-09-15","5.88","0.75","Rain"
"Mt. Mansfield","2010-09-24","4.66","0.41","Rain"
"Mt. Mansfield","2010-09-28","5.47","0.54","Rain"
"Mt. Mansfield","2010-09-29","4.64","0.89","Rain"
"Mt. Mansfield","2010-09-30","5.26","0.63","Rain"
"Mt. Mansfield","2010-10-01","5.46","5.05","Rain"
"Mt. Mansfield","2010-10-02","5.63","0.13","Rain"
"Mt. Mansfield","2010-10-07","4.73","1.00","Rain"
"Mt. Mansfield","2010-10-15","5.52","1.51","Mixed"
"Mt. Mansfield","2010-10-16","5.65","3.41","Snow"
"Mt. Mansfield","2010-10-21","5.37","0.51","Mixed"
"Mt. Mansfield","2010-10-22","5.89","0.15","Snow"
"Mt. Mansfield","2010-10-24","4.83","0.08","Rain"
"Mt. Mansfield","2010-10-26","4.38","0.28","Rain"
"Mt. Mansfield","2010-10-27","5.15","0.18","Rain"
"Mt. Mansfield","2010-10-31","4.75","0.50","Snow"
"Mt. Mansfield","2010-11-04","5.24","0.19","Mixed"
"Mt. Mansfield","2010-11-05","5.54","0.74","Mixed"
"Mt. Mansfield","2010-11-08","5.70","0.51","Mixed"
"Mt. Mansfield","2010-11-09","5.56","0.15","Rain"
"Mt. Mansfield","2010-11-18","4.96","0.48","Rain"
"Mt. Mansfield","2010-11-22","4.95","0.19","Rain"
"Mt. Mansfield","2010-11-23","4.75","0.06","Rain"
"Mt. Mansfield","2010-11-26","5.65","0.24","Rain"
"Mt. Mansfield","2010-11-27","5.42","0.19","Snow"
"Mt. Mansfield","2010-12-01","5.15","0.59","Rain"
"Mt. Mansfield","2010-12-02","5.51","0.15","Mixed"
"Mt. Mansfield","2010-12-04","5.39","0.18","Snow"
"Mt. Mansfield","2010-12-05","5.23","0.10","Snow"
"Mt. Mansfield","2010-12-06","5.57","0.24","Snow"
"Mt. Mansfield","2010-12-07","5.79","0.45","Snow"
"Mt. Mansfield","2010-12-08","6.14","0.50","Snow"
"Mt. Mansfield","2010-12-09","5.12","0.10","Snow"
"Mt. Mansfield","2010-12-11","4.42","0.10","Snow"
"Mt. Mansfield","2010-12-13","4.67","1.40","Mixed"
"Mt. Mansfield","2010-12-14","4.95","0.48","Snow"
"Mt. Mansfield","2010-12-16","5.82","0.14","Snow"
"Mt. Mansfield","2010-12-17","4.75","0.10","Snow"
"Mt. Mansfield","2010-12-22","4.62","0.26","Snow"
"Mt. Mansfield","2010-12-23","4.96","0.94","Snow"
"Mt. Mansfield","2010-12-29","4.60","0.14","Snow"
"Mt. Mansfield","2011-01-01","4.07","0.14","Rain"
"Mt. Mansfield","2011-01-02","4.31","0.21","Mixed"
"Mt. Mansfield","2011-01-05","4.53","0.22","Snow"
"Mt. Mansfield","2011-01-08","5.31","0.26","Snow"
"Mt. Mansfield","2011-01-09","5.02","0.25","Snow"
"Mt. Mansfield","2011-01-10","5.61","0.25","Snow"
"Mt. Mansfield","2011-01-12","5.17","0.72","Snow"
"Mt. Mansfield","2011-01-13","5.83","0.25","Snow"
"Mt. Mansfield","2011-01-15","4.51","0.10","Snow"
"Mt. Mansfield","2011-01-16","4.41","0.20","Snow"
"Mt. Mansfield","2011-01-18","5.07","0.31","Snow"
"Mt. Mansfield","2011-01-19","5.15","0.16","Snow"
"Mt. Mansfield","2011-01-21","4.83","0.16","Snow"
"Mt. Mansfield","2011-01-23","4.63","0.10","Snow"
"Mt. Mansfield","2011-01-26","4.24","0.03","Snow"
"Mt. Mansfield","2011-01-29","4.10","0.11","Snow"
"Mt. Mansfield","2011-02-01","4.92","0.14","Snow"
"Mt. Mansfield","2011-02-02","5.03","0.71","Snow"
"Mt. Mansfield","2011-02-03","4.64","0.12","Snow"
"Mt. Mansfield","2011-02-06","5.16","1.47","Snow"
"Mt. Mansfield","2011-02-08","5.83","0.55","Snow"
"Mt. Mansfield","2011-02-13","4.55","0.09","Snow"
"Mt. Mansfield","2011-02-15","4.82","0.55","Snow"
"Mt. Mansfield","2011-02-19","5.67","0.31","Snow"
"Mt. Mansfield","2011-02-25","4.87","0.64","Snow"
"Mt. Mansfield","2011-02-27","5.05","0.17","Snow"
"Mt. Mansfield","2011-02-28","4.72","0.50","Mixed"
"Mt. Mansfield","2011-03-06","5.24","0.95","Mixed"
"Mt. Mansfield","2011-03-08","5.21","1.63","Snow"
"Mt. Mansfield","2011-03-11","5.57","0.64","Snow"
"Mt. Mansfield","2011-03-12","4.60","0.23","Snow"
"Mt. Mansfield","2011-03-13","4.68","0.58","Snow"
"Mt. Mansfield","2011-03-16","4.79","0.12","Snow"
"Mt. Mansfield","2011-03-22","4.89","0.70","Snow"
"Mt. Mansfield","2011-03-23","6.24","0.09","Snow"
"Mt. Mansfield","2011-04-01","6.06","0.22","Snow"
"Mt. Mansfield","2011-04-04","5.23","0.49","Snow"
"Mt. Mansfield","2011-04-05","5.08","1.22","Mixed"
"Mt. Mansfield","2011-04-06","5.28","0.65","Snow"
"Mt. Mansfield","2011-04-11","5.22","0.44","Rain"
"Mt. Mansfield","2011-04-14","5.24","0.19","Snow"
"Mt. Mansfield","2011-04-17","5.45","0.84","Rain"
"Mt. Mansfield","2011-04-20","4.97","1.28","Mixed"
